0.001972,10010,5.07606e+06,5.07606,
0.001972,10110,5.12677e+06,5.12677,
0.002028,10210,5.03452e+06,5.03452,
0.002046,10310,5.0391e+06,5.0391,
0.002046,10410,5.08798e+06,5.08798,
0.002046,10510,5.13685e+06,5.13685,
0.002083,10610,5.09361e+06,5.09361,
0.002101,10710,5.09757e+06,5.09757,
0.002138,10810,5.05613e+06,5.05613,
0.002175,10910,5.01609e+06,5.01609,
0.002156,11010,5.10668e+06,5.10668,
0.002212,11110,5.0226e+06,5.0226,
0.002193,11210,5.11172e+06,5.11172,
0.002212,11310,5.11302e+06,5.11302,
0.002231,11410,5.1143e+06,5.1143,
0.002285,11510,5.0372e+06,5.0372,
0.002304,11610,5.03906e+06,5.03906,
0.002322,11710,5.04307e+06,5.04307,
0.002341,11810,5.04485e+06,5.04485,
0.00236,11910,5.04661e+06,5.04661,
0.002378,12010,5.05046e+06,5.05046,
0.002397,12110,5.05215e+06,5.05215,
0.002414,12210,5.058e+06,5.058,
0.002433,12310,5.0596e+06,5.0596,
0.00247,12410,5.02429e+06,5.02429,
0.002488,12510,5.02814e+06,5.02814,
0.002488,12610,5.06833e+06,5.06833,
0.002525,12710,5.03366e+06,5.03366,
0.002544,12810,5.03538e+06,5.03538,
0.002543,12910,5.07668e+06,5.07668,
